trial_id,gt_color,status,matched_color,bbox,sphere_positions,projected
79,green,WRONG_MATCH,blue,"[229, 272, 316, 361]","{'red': (0.5298853535682324, 0.11740213620730569, 0.1871422094209807), 'green': (0.5770063130269728, 0.13819828575424384, 0.15767236161684195), 'blue': (0.5663021987055682, -0.12854009760929563, 0.19980861208065695), 'yellow': (0.5405382368216869, -0.06741017301268175, 0.17861529344841953), 'black': (0.6455729742471558, -0.07425771154810183, 0.19967246372364794), 'pink': (0.5864132542345312, 0.10846628806969402, 0.13355505969853265)}","[{'color': 'red', 'id': 2, 'px': 379, 'py': 328, 'depth': 0.9802128146573525}, {'color': 'green', 'id': 3, 'px': 392, 'py': 358, 'depth': 0.97913684463451}, {'color': 'blue', 'id': 4, 'px': 250, 'py': 338, 'depth': 0.9784571413837247}, {'color': 'yellow', 'id': 5, 'px': 285, 'py': 335, 'depth': 0.980021822159461}, {'color': 'black', 'id': 6, 'px': 275, 'py': 376, 'depth': 0.9747763419840245}, {'color': 'pink', 'id': 7, 'px': 376, 'py': 370, 'depth': 0.9793847492467412}]"
80,black,BBOX_OUTSIDE_FRAME,,"[356, 402, 299, 345]",,
81,yellow,GROUNDING_FAIL,,,,
82,yellow,BBOX_OUTSIDE_FRAME,,"[289, 335, 293, 332]",,
83,red,BBOX_OUTSIDE_FRAME,,"[342, 381, 321, 361]",,
84,black,GROUNDING_FAIL,,,,
85,pink,WRONG_MATCH,red,"[236, 275, 305, 345]","{'red': (0.5030086656462875, -0.13207627845056055, 0.16611979419230244), 'green': (0.6016353395166648, -0.06416441850419781, 0.16829085631796065), 'blue': (0.6027671760293755, 0.004375540598393013, 0.17306427190406093), 'yellow': (0.4747138884111666, 0.07941505924974562, 0.1806592179159533), 'black': (0.5438963493807729, 0.09601198813311634, 0.18676274086540623), 'pink': (0.6018475482078443, -0.04507238413172944, 0.13024976586748108)}","[{'color': 'red', 'id': 2, 'px': 256, 'py': 325, 'depth': 0.9816460253392572}, {'color': 'green', 'id': 3, 'px': 284, 'py': 365, 'depth': 0.9778266758605736}, {'color': 'blue', 'id': 4, 'px': 322, 'py': 364, 'depth': 0.9776422156959839}, {'color': 'yellow', 'id': 5, 'px': 357, 'py': 310, 'depth': 0.9822663529868421}, {'color': 'black', 'id': 6, 'px': 369, 'py': 334, 'depth': 0.9796927573965498}, {'color': 'pink', 'id': 7, 'px': 296, 'py': 378, 'depth': 0.9788545954021756}]"
86,blue,SUCCESS,blue,"[227, 269, 309, 352]","{'red': (0.6000036731623692, 0.09121994393758487, 0.1906392425760587), 'green': (0.6484997133765501, 0.11955246190340771, 0.16930037787470464), 'blue': (0.5366048232426883, -0.1396893769339848, 0.18726876721033325), 'yellow': (0.5019331459831816, 0.005029862512734934, 0.14604652395717527), 'black': (0.5981031451210206, 0.0960882250424481, 0.13262650077763716), 'pink': (0.5964289016266136, 0.081835540069678, 0.14596198235888982)}","[{'color': 'red', 'id': 2, 'px': 371, 'py': 356, 'depth': 0.9772583164353941}, {'color': 'green', 'id': 3, 'px': 390, 'py': 388, 'depth': 0.9756279916387036}, {'color': 'blue', 'id': 4, 'px': 248, 'py': 331, 'depth': 0.979958071219672}, {'color': 'yellow', 'id': 5, 'px': 322, 'py': 331, 'depth': 0.9821135006381031}, {'color': 'black', 'id': 6, 'px': 370, 'py': 376, 'depth': 0.978943627017396}, {'color': 'pink', 'id': 7, 'px': 363, 'py': 370, 'depth': 0.9786587564691538}]"
87,yellow,BBOX_OUTSIDE_FRAME,,"[345, 386, 309, 350]",,
88,red,SUCCESS,red,"[269, 314, 371, 421]","{'red': (0.6396470387507018, -0.050536299195960005, 0.13195478573249314), 'green': (0.4596048582444438, 0.14164577244547602, 0.12074810650227527), 'blue': (0.5257358536607368, 0.012523784338713123, 0.1271910966851273), 'yellow': (0.5625486516778364, 0.0013363112204246297, 0.12751118677557338), 'black': (0.5152535539980786, 0.10922041210166414, 0.13937275725411596), 'pink': (0.5428135045794791, -0.057673589767581995, 0.18233151285874377)}","[{'color': 'red', 'id': 2, 'px': 291, 'py': 396, 'depth': 0.9771909658779669}, {'color': 'green', 'id': 3, 'px': 383, 'py': 325, 'depth': 0.9839042006194639}, {'color': 'blue', 'id': 4, 'px': 326, 'py': 347, 'depth': 0.9817324693319495}, {'color': 'yellow', 'id': 5, 'px': 320, 'py': 361, 'depth': 0.9804375207950603}, {'color': 'black', 'id': 6, 'px': 372, 'py': 339, 'depth': 0.9818179816683289}, {'color': 'pink', 'id': 7, 'px': 290, 'py': 335, 'depth': 0.9798443457422608}]"
89,blue,WRONG_MATCH,yellow,"[234, 281, 351, 402]","{'red': (0.5625327270943834, 0.09546188588262725, 0.13723866593002726), 'green': (0.5578867695490514, 0.1331696074774725, 0.1795339302483891), 'blue': (0.4703177483230826, -0.050645324559148566, 0.12756376027403388), 'yellow': (0.6414247507642866, -0.10490377394610453, 0.1921100711256637), 'black': (0.45842813520485165, -0.019178645587528936, 0.16242739939401618), 'pink': (0.5400003212598485, -0.05313912946865333, 0.13997393803524988)}","[{'color': 'red', 'id': 2, 'px': 368, 'py': 358, 'depth': 0.9802050114963613}, {'color': 'green', 'id': 3, 'px': 389, 'py': 342, 'depth': 0.97933131824031}, {'color': 'blue', 'id': 4, 'px': 297, 'py': 326, 'depth': 0.9834651375603922}, {'color': 'yellow', 'id': 5, 'px': 257, 'py': 376, 'depth': 0.9752405696878234}, {'color': 'black', 'id': 6, 'px': 311, 'py': 311, 'depth': 0.983143733894154}, {'color': 'pink', 'id': 7, 'px': 293, 'py': 348, 'depth': 0.9809567237420331}]"
90,pink,SUCCESS,pink,"[243, 290, 355, 406]","{'red': (0.5989919573263123, 0.08077643136140947, 0.16445123487601349), 'green': (0.5104728633136084, -0.05036299615315455, 0.18163044691588578), 'blue': (0.5156613146947846, -0.11649910624083781, 0.1789330639067607), 'yellow': (0.4724415413050248, 0.13253000083672176, 0.19572956975166478), 'black': (0.610886025702432, 0.14511034548601512, 0.1994412869382936), 'pink': (0.641413736304608, -0.09074678278900025, 0.18148660512264936)}","[{'color': 'red', 'id': 2, 'px': 364, 'py': 365, 'depth': 0.9780477389033576}, {'color': 'green', 'id': 3, 'px': 295, 'py': 323, 'depth': 0.9810429950598838}, {'color': 'blue', 'id': 4, 'px': 262, 'py': 325, 'depth': 0.9809219250576512}, {'color': 'yellow', 'id': 5, 'px': 383, 'py': 304, 'depth': 0.9820219699035103}, {'color': 'black', 'id': 6, 'px': 403, 'py': 358, 'depth': 0.9764962659818958}, {'color': 'pink', 'id': 7, 'px': 266, 'py': 380, 'depth': 0.9755866687108072}]"
91,yellow,SUCCESS,yellow,"[298, 341, 327, 371]","{'red': (0.6499826063631367, 0.08118366595359996, 0.14282370596860633), 'green': (0.6034934748101828, 0.08267565636273974, 0.1427817959338746), 'blue': (0.4523492266454437, -0.11302979296625731, 0.176972793723927), 'yellow': (0.5707935088865398, -0.0005086256832022851, 0.17485922047750693), 'black': (0.614965076892013, -0.08542893717522466, 0.14106548413291436), 'pink': (0.5744528582177802, -0.1108213504003911, 0.18893549991252417)}","[{'color': 'red', 'id': 2, 'px': 366, 'py': 398, 'depth': 0.9763881311755717}, {'color': 'green', 'id': 3, 'px': 364, 'py': 375, 'depth': 0.9784519842708891}, {'color': 'blue', 'id': 4, 'px': 267, 'py': 304, 'depth': 0.983041408696558}, {'color': 'yellow', 'id': 5, 'px': 319, 'py': 349, 'depth': 0.9789379094335859}, {'color': 'black', 'id': 6, 'px': 273, 'py': 381, 'depth': 0.9780147083049777}, {'color': 'pink', 'id': 7, 'px': 260, 'py': 346, 'depth': 0.9784119811031633}]"
92,green,BBOX_OUTSIDE_FRAME,,"[339, 380, 330, 374]",,
93,yellow,BBOX_OUTSIDE_FRAME,,"[358, 398, 298, 338]",,
94,black,GROUNDING_FAIL,,,,
95,yellow,GROUNDING_FAIL,,,,
96,pink,BBOX_OUTSIDE_FRAME,,"[374, 421, 345, 394]",,
97,green,BBOX_OUTSIDE_FRAME,,"[349, 388, 301, 341]",,
98,yellow,BBOX_OUTSIDE_FRAME,,"[322, 362, 300, 341]",,
99,red,BBOX_OUTSIDE_FRAME,,"[334, 372, 283, 321]",,
100,yellow,WRONG_MATCH,green,"[268, 313, 333, 380]","{'red': (0.4642085455718717, -0.006700017007016945, 0.15420958909845528), 'green': (0.5978688503784829, -0.05244444135567758, 0.18863229328984912), 'blue': (0.6115325398276037, 0.03949782518516837, 0.1404472362381366), 'yellow': (0.6227245677658417, 0.03544028916685402, 0.13002497376343583), 'black': (0.47794119560943027, 0.14664941609394047, 0.18434853277743338), 'pink': (0.5803979549464423, 0.11665218129836327, 0.15194750380879257)}","[{'color': 'red', 'id': 2, 'px': 316, 'py': 316, 'depth': 0.9831304753015513}, {'color': 'green', 'id': 3, 'px': 290, 'py': 356, 'depth': 0.9774118626234608}, {'color': 'blue', 'id': 4, 'px': 341, 'py': 379, 'depth': 0.978178017273672}, {'color': 'yellow', 'id': 5, 'px': 339, 'py': 388, 'depth': 0.9779897245253993}, {'color': 'black', 'id': 6, 'px': 389, 'py': 310, 'depth': 0.9820840281339019}, {'color': 'pink', 'id': 7, 'px': 381, 'py': 361, 'depth': 0.9791499742946522}]"
101,pink,GROUNDING_FAIL,,,,
102,green,BBOX_OUTSIDE_FRAME,,"[303, 355, 309, 355]",,
103,black,GROUNDING_FAIL,,,,
104,green,NO_PROJECTION_MATCH,,"[311, 374, 319, 376]","{'red': (0.48041345016309894, -0.06072274397887942, 0.15608593822722566), 'green': (0.5754933556927324, 0.06064898647209807, 0.18203728776796593), 'blue': (0.5393083398607851, 0.022130861077230085, 0.12474656324522201), 'yellow': (0.5362547439544436, 0.03948855535662646, 0.15947936976393337), 'black': (0.5807620998745002, 0.02645505145515173, 0.17439178909124414), 'pink': (0.49254996628190617, -0.0861706543416993, 0.13655048814493848)}","[{'color': 'red', 'id': 2, 'px': 291, 'py': 320, 'depth': 0.9825932529716909}, {'color': 'green', 'id': 3, 'px': 352, 'py': 348, 'depth': 0.978555102508362}, {'color': 'blue', 'id': 4, 'px': 330, 'py': 353, 'depth': 0.9813258730899299}, {'color': 'yellow', 'id': 5, 'px': 339, 'py': 340, 'depth': 0.9806378711503748}, {'color': 'black', 'id': 6, 'px': 334, 'py': 354, 'depth': 0.9785427189765724}, {'color': 'pink', 'id': 7, 'px': 279, 'py': 331, 'depth': 0.9826108997479441}]"
105,yellow,WRONG_MATCH,pink,"[219, 263, 360, 407]","{'red': (0.49497653511496553, -0.07810214136460446, 0.17246020701479484), 'green': (0.5291582052360546, -0.007835288767588211, 0.18807212807675083), 'blue': (0.5699967493608136, -0.02426397469877667, 0.1378811525727032), 'yellow': (0.5269911977816876, -0.07641021659326523, 0.16607986626775667), 'black': (0.5566197850736776, 0.12947965176011225, 0.1481425997627147), 'pink': (0.6114178636602936, -0.14686892394458392, 0.12782275624500208)}","[{'color': 'red', 'id': 2, 'px': 282, 'py': 320, 'depth': 0.9817770337272566}, {'color': 'green', 'id': 3, 'px': 316, 'py': 327, 'depth': 0.980217370554237}, {'color': 'blue', 'id': 4, 'px': 307, 'py': 361, 'depth': 0.9799092665468393}, {'color': 'yellow', 'id': 5, 'px': 281, 'py': 334, 'depth': 0.98081624240409}, {'color': 'black', 'id': 6, 'px': 385, 'py': 352, 'depth': 0.9801613046483513}, {'color': 'pink', 'id': 7, 'px': 241, 'py': 384, 'depth': 0.9785267313436726}]"
106,black,BBOX_OUTSIDE_FRAME,,"[365, 407, 340, 384]",,
107,green,BBOX_OUTSIDE_FRAME,,"[340, 379, 309, 349]",,
108,black,BBOX_OUTSIDE_FRAME,,"[365, 404, 309, 349]",,
109,pink,BBOX_OUTSIDE_FRAME,,"[360, 406, 355, 404]",,
110,green,SUCCESS,green,"[263, 311, 354, 405]","{'red': (0.6215472208905894, 0.11061991420041209, 0.16398876206776508), 'green': (0.6417533190393823, -0.055624127457678835, 0.18337723377288456), 'blue': (0.5139914908890285, -0.0709726767284208, 0.1405501222314119), 'yellow': (0.45520100284281334, -0.07334371035137623, 0.18767720162986296), 'black': (0.5150217706705514, 0.024479097571460107, 0.15914666270082142), 'pink': (0.5736310488663503, -0.07993564397504384, 0.15602747067988887)}","[{'color': 'red', 'id': 2, 'px': 382, 'py': 376, 'depth': 0.9770678997460743}, {'color': 'green', 'id': 3, 'px': 287, 'py': 380, 'depth': 0.9755087841338432}, {'color': 'blue', 'id': 4, 'px': 285, 'py': 338, 'depth': 0.9818344886050936}, {'color': 'yellow', 'id': 5, 'px': 285, 'py': 301, 'depth': 0.9827395804264336}, {'color': 'black', 'id': 6, 'px': 331, 'py': 332, 'depth': 0.9813920243992283}, {'color': 'pink', 'id': 7, 'px': 278, 'py': 357, 'depth': 0.9793130006694013}]"
111,pink,SUCCESS,pink,"[270, 311, 320, 367]","{'red': (0.5844017240276101, -0.004179593718811658, 0.18291996357562734), 'green': (0.5039874666006521, 0.04409470941253271, 0.17760652535101001), 'blue': (0.5670368892992468, -0.04036723738490852, 0.15597341502545412), 'yellow': (0.6435503704177156, -0.0722309586673129, 0.1251776950117062), 'black': (0.6240489929004351, -0.027638157477956046, 0.13372327336190745), 'pink': (0.5758172504740455, -0.051232578479650376, 0.19880191486375526)}","[{'color': 'red', 'id': 2, 'px': 317, 'py': 352, 'depth': 0.9781578153976751}, {'color': 'green', 'id': 3, 'px': 341, 'py': 322, 'depth': 0.9813589403815379}, {'color': 'blue', 'id': 4, 'px': 299, 'py': 354, 'depth': 0.9795720544687937}, {'color': 'yellow', 'id': 5, 'px': 279, 'py': 401, 'depth': 0.9772135496659023}, {'color': 'black', 'id': 6, 'px': 304, 'py': 388, 'depth': 0.9778290698018198}, {'color': 'pink', 'id': 7, 'px': 292, 'py': 343, 'depth': 0.9780838722978472}]"
112,pink,NO_PROJECTION_MATCH,,"[268, 306, 277, 314]","{'red': (0.4501669276537831, -0.06991085272533727, 0.19847172588014433), 'green': (0.6457154709035462, -0.11140388608041832, 0.18826902668471124), 'blue': (0.5463593724946952, -0.13424956460527693, 0.19389767104681271), 'yellow': (0.5992254432196784, 0.10118491026480961, 0.15143067075035882), 'black': (0.5944192427457344, 0.12928538736342268, 0.19240778865116642), 'pink': (0.6184461801349851, 0.08155649919941782, 0.18184182956225337)}","[{'color': 'red', 'id': 2, 'px': 287, 'py': 296, 'depth': 0.9826777647280276}, {'color': 'green', 'id': 3, 'px': 253, 'py': 380, 'depth': 0.975149655124119}, {'color': 'blue', 'id': 4, 'px': 249, 'py': 332, 'depth': 0.9794173182632507}, {'color': 'yellow', 'id': 5, 'px': 374, 'py': 370, 'depth': 0.9783955029746504}, {'color': 'black', 'id': 6, 'px': 391, 'py': 353, 'depth': 0.9774560394212807}, {'color': 'pink', 'id': 7, 'px': 366, 'py': 368, 'depth': 0.9766774748966063}]"
113,pink,BBOX_OUTSIDE_FRAME,,"[340, 381, 314, 356]",,
114,yellow,WRONG_MATCH,green,"[240, 287, 350, 400]","{'red': (0.5802936051378078, 0.012522983987365649, 0.1889314800897401), 'green': (0.6316847447364393, -0.09676653442267799, 0.18134791350084667), 'blue': (0.6307436113443701, 0.022501555438943444, 0.1766914996426867), 'yellow': (0.45969673679715967, -0.026833171473959597, 0.14259464439506814), 'black': (0.5755368645628921, 0.018766737230949626, 0.14153102484538815), 'pink': (0.5511831429572038, 0.10364832581171637, 0.19323378380495598)}","[{'color': 'red', 'id': 2, 'px': 326, 'py': 348, 'depth': 0.9781663254172215}, {'color': 'green', 'id': 3, 'px': 263, 'py': 375, 'depth': 0.9760663745354285}, {'color': 'blue', 'id': 4, 'px': 332, 'py': 376, 'depth': 0.976256450912038}, {'color': 'yellow', 'id': 5, 'px': 307, 'py': 318, 'depth': 0.9834902005754468}, {'color': 'black', 'id': 6, 'px': 329, 'py': 362, 'depth': 0.9796064073900035}, {'color': 'pink', 'id': 7, 'px': 374, 'py': 334, 'depth': 0.9792444257658731}]"
115,pink,WRONG_MATCH,blue,"[353, 398, 377, 427]","{'red': (0.5900807684333377, -0.04613354436653112, 0.15360005436023727), 'green': (0.500610304823665, 0.0989557209096355, 0.12612381095875272), 'blue': (0.6467283271990851, 0.0987494506450931, 0.12588200744015726), 'yellow': (0.6123555193327235, -0.06145598008248622, 0.16984989664788652), 'black': (0.5725479600487658, -0.09939503619785606, 0.13333956565523683), 'pink': (0.5458314736382148, 0.11177198579004319, 0.15454349242878423)}","[{'color': 'red', 'id': 2, 'px': 295, 'py': 365, 'depth': 0.9787155174361618}, {'color': 'green', 'id': 3, 'px': 366, 'py': 337, 'depth': 0.982570546315196}, {'color': 'blue', 'id': 4, 'px': 375, 'py': 402, 'depth': 0.977049206898911}, {'color': 'yellow', 'id': 5, 'px': 285, 'py': 370, 'depth': 0.977310319708773}, {'color': 'black', 'id': 6, 'px': 268, 'py': 364, 'depth': 0.9799244480433722}, {'color': 'pink', 'id': 7, 'px': 376, 'py': 346, 'depth': 0.980406256401344}]"
116,green,SUCCESS,green,"[258, 301, 322, 362]","{'red': (0.5449241914353654, 0.10331939054394537, 0.13965412724445805), 'green': (0.5725011760207827, -0.07490654070112496, 0.18846545017864236), 'blue': (0.6335602185724447, -0.06425594299511414, 0.1768702065670936), 'yellow': (0.49516379415044953, 0.04449244546836045, 0.18578661140523223), 'black': (0.6355682782810979, -0.0029568226408980547, 0.16017584897507564), 'pink': (0.6265556602452328, 0.04551157866339137, 0.13139159717791568)}","[{'color': 'red', 'id': 2, 'px': 371, 'py': 350, 'depth': 0.9807892576185859}, {'color': 'green', 'id': 3, 'px': 279, 'py': 345, 'depth': 0.9785059479708736}, {'color': 'blue', 'id': 4, 'px': 282, 'py': 378, 'depth': 0.9761161634380872}, {'color': 'yellow', 'id': 5, 'px': 341, 'py': 316, 'depth': 0.9814788457576354}, {'color': 'black', 'id': 6, 'px': 318, 'py': 385, 'depth': 0.9765356818250643}, {'color': 'pink', 'id': 7, 'px': 345, 'py': 390, 'depth': 0.9777860926337207}]"
117,green,BBOX_OUTSIDE_FRAME,,"[332, 375, 329, 373]",,
118,yellow,WRONG_MATCH,pink,"[291, 335, 330, 377]","{'red': (0.5934857910418272, -0.11397206395158244, 0.19545556365493455), 'green': (0.5598735530456123, 0.10643688519241842, 0.16837524340283042), 'blue': (0.6474945952982321, 0.09101907003737489, 0.1797302118027108), 'yellow': (0.6348703329580815, 0.08392669166218611, 0.19081986219945793), 'black': (0.5973238032932926, -0.12332399636272555, 0.1553429049266165), 'pink': (0.5944676109123057, -0.011955112961836767, 0.1915597641040338)}","[{'color': 'red', 'id': 2, 'px': 256, 'py': 352, 'depth': 0.9774095488898309}, {'color': 'green', 'id': 3, 'px': 375, 'py': 347, 'depth': 0.9795372249378277}, {'color': 'blue', 'id': 4, 'px': 373, 'py': 384, 'depth': 0.975340212044593}, {'color': 'yellow', 'id': 5, 'px': 369, 'py': 373, 'depth': 0.9756102743206337}, {'color': 'black', 'id': 6, 'px': 253, 'py': 368, 'depth': 0.9783686752761314}, {'color': 'pink', 'id': 7, 'px': 313, 'py': 354, 'depth': 0.977478307815461}]"
119,red,BBOX_OUTSIDE_FRAME,,"[364, 401, 302, 340]",,
120,blue,NO_PROJECTION_MATCH,,"[343, 390, 358, 407]","{'red': (0.5738238155087982, -0.1456696651096901, 0.133403768122862), 'green': (0.5666230942031444, -0.099316455681778, 0.1384609129840665), 'blue': (0.6381023066002245, 0.08052742290199491, 0.17314259992397846), 'yellow': (0.5149485543565102, 0.03253672092753443, 0.18053041090402033), 'black': (0.5423552764264402, 0.0982988381985655, 0.18663256317458984), 'pink': (0.5814162679940548, 0.09891784878739468, 0.19722390172535806)}","[{'color': 'red', 'id': 2, 'px': 245, 'py': 364, 'depth': 0.9798744854972614}, {'color': 'green', 'id': 3, 'px': 269, 'py': 360, 'depth': 0.9800224047484754}, {'color': 'blue', 'id': 4, 'px': 366, 'py': 381, 'depth': 0.9760140681719928}, {'color': 'yellow', 'id': 5, 'px': 336, 'py': 325, 'depth': 0.980910400016778}, {'color': 'black', 'id': 6, 'px': 370, 'py': 333, 'depth': 0.9797551228854702}, {'color': 'pink', 'id': 7, 'px': 374, 'py': 346, 'depth': 0.9778877431574579}]"
121,black,GROUNDING_FAIL,,,,
122,green,WRONG_MATCH,red,"[266, 306, 306, 357]","{'red': (0.5250949267936564, -0.06750473531352448, 0.15586624646319158), 'green': (0.4921033048444114, 0.11627827652923581, 0.1275592833672389), 'blue': (0.5099058737540753, -0.07153572198869944, 0.17049441112336197), 'yellow': (0.5826105364373763, 0.042645143217587694, 0.18851697820545676), 'black': (0.4865556793367142, -0.11642145089562092, 0.1844371278714665), 'pink': (0.4762516264384801, 0.06538452055940869, 0.1355358565239723)}","[{'color': 'red', 'id': 2, 'px': 286, 'py': 337, 'depth': 0.9811173752687309}, {'color': 'green', 'id': 3, 'px': 374, 'py': 334, 'depth': 0.9828070622879043}, {'color': 'blue', 'id': 4, 'px': 284, 'py': 326, 'depth': 0.9813143858875226}, {'color': 'yellow', 'id': 5, 'px': 343, 'py': 349, 'depth': 0.9780792649396779}, {'color': 'black', 'id': 6, 'px': 263, 'py': 313, 'depth': 0.9817982199240428}, {'color': 'pink', 'id': 7, 'px': 350, 'py': 326, 'depth': 0.9831333419869104}]"
123,pink,WRONG_MATCH,yellow,"[252, 292, 303, 344]","{'red': (0.5299356070492003, 0.025024590216962572, 0.13124894083837652), 'green': (0.6104539191027096, -0.1068760290767045, 0.18170961301665609), 'blue': (0.49436811670662256, 0.009356088424574499, 0.18251243513770127), 'yellow': (0.5232811859633559, -0.09411779928839886, 0.1919678513015835), 'black': (0.5110542156286904, 0.11058862545173584, 0.17997600621460805), 'pink': (0.46222029929197467, 0.03836435942794758, 0.19134242491510683)}","[{'color': 'red', 'id': 2, 'px': 332, 'py': 347, 'depth': 0.9815019026496313}, {'color': 'green', 'id': 3, 'px': 259, 'py': 365, 'depth': 0.9770485920225981}, {'color': 'blue', 'id': 4, 'px': 324, 'py': 316, 'depth': 0.9815780618626062}, {'color': 'yellow', 'id': 5, 'px': 272, 'py': 324, 'depth': 0.9803410293021553}, {'color': 'black', 'id': 6, 'px': 374, 'py': 323, 'depth': 0.9810603242823199}, {'color': 'pink', 'id': 7, 'px': 338, 'py': 302, 'depth': 0.9824439046563457}]"
124,black,GROUNDING_FAIL,,,,
125,green,SUCCESS,green,"[234, 272, 310, 349]","{'red': (0.5723925256703433, 0.10359607399493145, 0.1904132458774055), 'green': (0.48686505264147467, -0.1434950785268227, 0.1354830409769165), 'blue': (0.6357538573420484, 0.056964613837456046, 0.14951051934664672), 'yellow': (0.48067278086804993, 0.14062192414966904, 0.1490632542082163), 'black': (0.6096366854860933, 0.08803999473127011, 0.1232404513758137), 'pink': (0.6147071868213275, 0.06195483765479898, 0.16599196872259853)}","[{'color': 'red', 'id': 2, 'px': 375, 'py': 344, 'depth': 0.9784578350389689}, {'color': 'green', 'id': 3, 'px': 253, 'py': 329, 'depth': 0.9828097805053039}, {'color': 'blue', 'id': 4, 'px': 352, 'py': 388, 'depth': 0.9768488385194971}, {'color': 'yellow', 'id': 5, 'px': 385, 'py': 323, 'depth': 0.9827279795258416}, {'color': 'black', 'id': 6, 'px': 367, 'py': 384, 'depth': 0.9787227987725725}, {'color': 'pink', 'id': 7, 'px': 354, 'py': 372, 'depth': 0.9773172926466863}]"
126,pink,SUCCESS,pink,"[313, 358, 368, 417]","{'red': (0.5448953050317678, 0.021297246397896347, 0.15278366035065433), 'green': (0.4945558630717527, -0.06355676074633103, 0.18770109291851328), 'blue': (0.6252323204540504, -0.11302214709903091, 0.1250502498047934), 'yellow': (0.559709712009989, -0.004907152663780723, 0.1263560028366154), 'black': (0.6335149353379613, -0.11783064198483204, 0.19906550751018953), 'pink': (0.6311983455678891, 0.028837222148591357, 0.12921295727649196)}","[{'color': 'red', 'id': 2, 'px': 330, 'py': 346, 'depth': 0.9804823068773169}, {'color': 'green', 'id': 3, 'px': 289, 'py': 315, 'depth': 0.9814571563747774}, {'color': 'blue', 'id': 4, 'px': 258, 'py': 391, 'depth': 0.9780208141745271}, {'color': 'yellow', 'id': 5, 'px': 317, 'py': 361, 'depth': 0.9805682507475173}, {'color': 'black', 'id': 6, 'px': 250, 'py': 370, 'depth': 0.9754110130637867}, {'color': 'pink', 'id': 7, 'px': 335, 'py': 393, 'depth': 0.9776453777931726}]"
127,black,GROUNDING_FAIL,,,,
128,green,BBOX_OUTSIDE_FRAME,,"[338, 377, 319, 359]",,
129,red,WRONG_MATCH,pink,"[273, 313, 312, 358]","{'red': (0.6380408911429241, -0.010817498061875735, 0.17780827833679194), 'green': (0.6249969327065101, -0.1018530925797829, 0.12339865130315716), 'blue': (0.5046292852110283, -0.05788161242168369, 0.14676592559264307), 'yellow': (0.6488732924987648, 0.0075813923151683005, 0.1692819173385029), 'black': (0.5894373761701545, -0.07872146773782907, 0.1556214858163354), 'pink': (0.5277012102101498, -0.055273152671407144, 0.15314863819941352)}","[{'color': 'red', 'id': 2, 'px': 313, 'py': 380, 'depth': 0.9758698803133469}, {'color': 'green', 'id': 3, 'px': 264, 'py': 392, 'depth': 0.9780767285358454}, {'color': 'blue', 'id': 4, 'px': 292, 'py': 332, 'depth': 0.9820101230274845}, {'color': 'yellow', 'id': 5, 'px': 324, 'py': 388, 'depth': 0.9756101112665011}, {'color': 'black', 'id': 6, 'px': 277, 'py': 364, 'depth': 0.9786880306116048}, {'color': 'pink', 'id': 7, 'px': 292, 'py': 339, 'depth': 0.9810880198997702}]"
130,green,NO_PROJECTION_MATCH,,"[372, 418, 376, 426]","{'red': (0.6309474256921874, -0.11058568523746068, 0.15794833251616552), 'green': (0.6426110914579077, 0.134024478404302, 0.12362849427329015), 'blue': (0.49318113237806693, 0.10449640140816244, 0.16783112811707598), 'yellow': (0.6299973863171766, -0.07576434454652435, 0.13454103093706588), 'black': (0.5592206571357939, 0.07288410400221007, 0.1813897734633774), 'pink': (0.5053835489518979, -0.13493430035405354, 0.12188802675810521)}","[{'color': 'red', 'id': 2, 'px': 257, 'py': 383, 'depth': 0.9768176271293015}, {'color': 'green', 'id': 3, 'px': 394, 'py': 401, 'depth': 0.97730085319029}, {'color': 'blue', 'id': 4, 'px': 370, 'py': 321, 'depth': 0.9819363263230518}, {'color': 'yellow', 'id': 5, 'px': 278, 'py': 391, 'depth': 0.9775459822417454}, {'color': 'black', 'id': 6, 'px': 358, 'py': 342, 'depth': 0.9792310041613193}, {'color': 'pink', 'id': 7, 'px': 256, 'py': 341, 'depth': 0.9825067717768518}]"
131,pink,WRONG_MATCH,yellow,"[235, 283, 351, 403]","{'red': (0.5318533174698052, 0.03961765130497377, 0.1938873352075346), 'green': (0.6479341329599904, 0.08754580395220327, 0.16649064963098875), 'blue': (0.5764327673935423, 0.02287483700168566, 0.17404808136592673), 'yellow': (0.6458071532694425, -0.10094092807810623, 0.19555496463863406), 'black': (0.4903610269014969, 0.04416022074349385, 0.12413341431239269), 'pink': (0.4988557981734577, 0.07356774555894774, 0.19041556430771805)}","[{'color': 'red', 'id': 2, 'px': 340, 'py': 326, 'depth': 0.9799750379890038}, {'color': 'green', 'id': 3, 'px': 371, 'py': 389, 'depth': 0.9757458069155653}, {'color': 'blue', 'id': 4, 'px': 332, 'py': 352, 'depth': 0.978730123150611}, {'color': 'yellow', 'id': 5, 'px': 259, 'py': 377, 'depth': 0.9749026404040798}, {'color': 'black', 'id': 6, 'px': 340, 'py': 334, 'depth': 0.982929388953369}, {'color': 'pink', 'id': 7, 'px': 356, 'py': 315, 'depth': 0.9812488382874668}]"
