sample,color,gt_box,pred_box,IoU,center_err,contrast,bbox_pixel_area,failure_type,predicted_color
sample_0080,red sphere,"[215, 380, 23, 21]","[215.2562713623047, 381.1244487762451, 24.341025352478027, 25.83692729473114]",0.768,1.15,94.5104,483,Good,red sphere
sample_0080,green sphere,"[360, 340, 21, 16]","[360.36022186279297, 340.4392147064209, 21.578428745269775, 21.603283882141113]",0.7166,0.57,102.985,336,Good,green sphere
sample_0080,blue sphere,"[317, 325, 20, 15]","[215.18173217773438, 381.16427421569824, 24.259169101715088, 25.817806720733643]",0.0,116.28,96.1224,300,Miss,other
sample_0080,yellow sphere,"[331, 283, 17, 11]","[215.2396583557129, 381.1326313018799, 24.156153202056885, 25.722591876983643]",0.0,151.76,91.2777,187,Miss,other
sample_0081,red sphere,"[324, 281, 17, 11]","[220.84278106689453, 366.2501907348633, 23.12865972518921, 24.106637835502625]",0.0,133.82,92.2246,187,Miss,other
sample_0081,green sphere,"[284, 334, 20, 16]","[220.9026336669922, 366.2313938140869, 23.13241958618164, 24.121720790863037]",0.0,70.85,93.0056,320,Miss,other
sample_0081,blue sphere,"[436, 385, 24, 22]","[436.0401916503906, 385.10951042175293, 25.085062980651855, 25.98322033882141]",0.8101,0.12,105.4022,528,Good,blue sphere
sample_0081,yellow sphere,"[220, 366, 23, 20]","[220.95151901245117, 366.20776176452637, 23.177340030670166, 24.08304512500763]",0.7694,0.97,87.5205,460,Good,yellow sphere
sample_0082,red sphere,"[256, 351, 22, 18]","[256.1233329772949, 351.6576290130615, 22.153146266937256, 23.111384510993958]",0.7705,0.67,92.1366,396,Good,red sphere
sample_0082,green sphere,"[292, 294, 18, 12]","[421.8456268310547, 288.2423973083496, 18.657532930374146, 18.10266673564911]",0.0,129.97,84.7821,216,Miss,other
sample_0082,blue sphere,"[255, 327, 20, 16]","[255.41593551635742, 327.1959686279297, 20.683581829071045, 21.16445302963257]",0.7263,0.46,84.5059,320,Good,blue sphere
sample_0082,yellow sphere,"[421, 288, 17, 12]","[421.8001174926758, 288.21556091308594, 18.55309247970581, 18.156049847602844]",0.6043,0.83,92.0656,204,Good,yellow sphere
sample_0083,red sphere,"[423, 309, 19, 14]","[422.72998809814453, 309.6409606933594, 18.753628730773926, 19.12708282470703]",0.7152,0.7,103.3379,266,Good,red sphere
sample_0083,green sphere,"[305, 361, 22, 19]","[304.8740577697754, 362.22521781921387, 22.966790199279785, 23.839634656906128]",0.7634,1.23,96.3298,418,Good,green sphere
sample_0083,blue sphere,"[400, 297, 18, 13]","[400.77430725097656, 297.5042724609375, 18.79577875137329, 18.82886230945587]",0.6385,0.92,106.7901,234,Good,blue sphere
sample_0083,yellow sphere,"[335, 279, 17, 10]","[304.8414421081543, 362.21137046813965, 22.840254306793213, 23.74567151069641]",0.0,88.51,89.2957,170,Miss,other
sample_0084,red sphere,"[210, 352, 21, 18]","[209.70895767211914, 352.75540351867676, 23.04124355316162, 23.222304582595825]",0.7064,0.81,85.7835,378,Good,red sphere
sample_0084,green sphere,"[372, 298, 18, 13]","[372.2897720336914, 298.6603260040283, 17.857625484466553, 18.917682766914368]",0.6695,0.72,106.1811,234,Good,green sphere
sample_0084,blue sphere,"[433, 324, 20, 15]","[432.86582946777344, 323.7627983093262, 20.867083072662354, 20.91279923915863]",0.6875,0.27,102.2549,300,Good,blue sphere
sample_0084,yellow sphere,"[316, 352, 22, 18]","[316.3357734680176, 352.42034912109375, 21.45820379257202, 23.063035011291504]",0.7613,0.54,89.6786,396,Good,yellow sphere
sample_0085,red sphere,"[327, 311, 19, 14]","[327.5215148925781, 311.7071342468262, 19.288411140441895, 18.89772355556488]",0.705,0.88,95.5667,266,Good,red sphere
sample_0085,green sphere,"[393, 310, 19, 13]","[393.27728271484375, 310.97702980041504, 19.33919072151184, 19.837533831596375]",0.6379,1.02,106.7471,247,Good,green sphere
sample_0085,blue sphere,"[362, 328, 20, 16]","[361.97696685791016, 328.71148109436035, 20.34444570541382, 21.151512265205383]",0.7436,0.71,102.6768,320,Good,blue sphere
sample_0085,yellow sphere,"[309, 300, 18, 13]","[308.9659881591797, 299.9991703033447, 18.694276809692383, 18.970701098442078]",0.6598,0.03,87.4863,234,Good,yellow sphere
sample_0086,red sphere,"[418, 279, 17, 11]","[418.1584167480469, 279.59421157836914, 17.545241117477417, 17.061474323272705]",0.6247,0.61,102.9664,187,Good,red sphere
sample_0086,green sphere,"[402, 307, 18, 13]","[209.82797622680664, 356.9853115081787, 22.98440933227539, 23.30723762512207]",0.0,198.57,98.3158,234,Miss,other
sample_0086,blue sphere,"[351, 335, 20, 16]","[351.3604736328125, 335.3166961669922, 21.39197587966919, 21.760019659996033]",0.6874,0.48,101.3608,320,Good,blue sphere
sample_0086,yellow sphere,"[210, 356, 22, 18]","[209.84899520874023, 356.95103645324707, 23.002960681915283, 23.298195004463196]",0.7389,0.96,81.76,396,Good,yellow sphere
sample_0087,red sphere,"[365, 358, 22, 18]","[364.86732482910156, 358.8454055786133, 22.735862731933594, 24.23935890197754]",0.7186,0.86,100.8976,396,Good,red sphere
sample_0087,green sphere,"[231, 278, 17, 11]","[230.89752197265625, 278.71853828430176, 17.525564432144165, 17.507566809654236]",0.6095,0.73,94.6234,187,Good,green sphere
sample_0087,blue sphere,"[392, 314, 19, 14]","[392.1250534057617, 314.34760093688965, 20.005600452423096, 20.192883610725403]",0.6585,0.37,103.7338,266,Good,blue sphere
sample_0087,yellow sphere,"[412, 330, 20, 15]","[412.09617614746094, 329.8080253601074, 20.352559089660645, 20.945125222206116]",0.7038,0.21,94.2113,300,Good,yellow sphere
sample_0088,red sphere,"[450, 375, 23, 20]","[450.36346435546875, 375.6529712677002, 23.84416103363037, 25.28728723526001]",0.7629,0.75,105.1678,460,Good,red sphere
sample_0088,green sphere,"[239, 358, 22, 18]","[239.2188835144043, 359.2478656768799, 22.639939785003662, 23.95404875278473]",0.7302,1.27,93.5565,396,Good,green sphere
sample_0088,blue sphere,"[419, 394, 24, 23]","[419.02034759521484, 394.76529121398926, 25.297319889068604, 26.627835631370544]",0.8195,0.77,101.5238,552,Good,blue sphere
sample_0088,yellow sphere,"[437, 348, 21, 17]","[239.23389434814453, 359.227352142334, 22.578129768371582, 23.9054936170578]",0.0,198.08,95.1972,357,Miss,other
sample_0089,red sphere,"[338, 372, 23, 20]","[206.03700637817383, 397.99057960510254, 25.831141471862793, 28.134831190109253]",0.0,134.5,104.9032,460,Miss,other
sample_0089,green sphere,"[206, 397, 24, 23]","[206.0622787475586, 397.9768753051758, 25.93017578125, 28.174163103103638]",0.7556,0.98,95.7222,552,Good,green sphere
sample_0089,blue sphere,"[328, 313, 19, 14]","[206.03103637695312, 398.0190181732178, 25.93874454498291, 28.20241391658783]",0.0,148.68,95.1301,266,Miss,other
sample_0089,yellow sphere,"[373, 331, 21, 15]","[206.06409072875977, 397.968692779541, 25.84484577178955, 28.12233030796051]",0.0,179.87,93.2141,315,Miss,other
sample_0090,red sphere,"[362, 344, 21, 16]","[362.388916015625, 344.7689723968506, 21.36650800704956, 22.784244418144226]",0.6788,0.86,102.4597,336,Good,red sphere
sample_0090,green sphere,"[452, 400, 25, 23]","[452.3506546020508, 400.85949897766113, 26.112124919891357, 27.89185345172882]",0.7895,0.93,106.3875,575,Good,green sphere
sample_0090,blue sphere,"[394, 283, 17, 12]","[452.2929382324219, 400.9208106994629, 26.188604831695557, 27.908669114112854]",0.0,131.54,103.5729,204,Miss,other
sample_0090,yellow sphere,"[337, 276, 17, 10]","[452.3276901245117, 400.8870220184326, 26.03590726852417, 27.80707061290741]",0.0,169.99,89.674,170,Miss,other
sample_0091,red sphere,"[357, 291, 18, 12]","[357.32608795166016, 291.71247482299805, 17.978193759918213, 18.608259558677673]",0.626,0.78,102.6176,216,Good,red sphere
sample_0091,green sphere,"[352, 357, 22, 18]","[352.6681137084961, 357.4863338470459, 22.361388206481934, 23.359020352363586]",0.7291,0.83,103.1771,396,Good,green sphere
sample_0091,blue sphere,"[314, 289, 18, 11]","[314.21825408935547, 290.218448638916, 17.923206090927124, 18.055517077445984]",0.5979,1.24,95.9555,198,Good,blue sphere
sample_0091,yellow sphere,"[324, 341, 21, 16]","[323.8250732421875, 341.20845794677734, 20.690994262695312, 21.79425537586212]",0.7249,0.27,89.1598,336,Good,yellow sphere
sample_0092,red sphere,"[268, 377, 24, 21]","[268.2620429992676, 378.2284355163574, 23.802273273468018, 25.908610224723816]",0.7952,1.26,97.1067,504,Good,red sphere
sample_0092,green sphere,"[263, 310, 19, 13]","[263.6378860473633, 311.00146293640137, 19.350674152374268, 19.92910087108612]",0.6153,1.19,85.2337,247,Good,green sphere
sample_0092,blue sphere,"[422, 360, 22, 19]","[422.4137878417969, 361.1619472503662, 22.883498668670654, 24.120333194732666]",0.7573,1.23,107.4105,418,Good,blue sphere
sample_0092,yellow sphere,"[379, 303, 19, 13]","[379.1020965576172, 302.70463943481445, 18.67227077484131, 19.09331738948822]",0.6728,0.31,93.5903,247,Good,yellow sphere
sample_0093,red sphere,"[318, 295, 18, 12]","[318.2065200805664, 295.90962409973145, 17.546873092651367, 18.835682272911072]",0.6268,0.93,96.0654,216,Good,red sphere
sample_0093,green sphere,"[300, 337, 20, 17]","[300.240478515625, 338.11251640319824, 21.56677007675171, 22.266565561294556]",0.708,1.14,94.1063,340,Good,green sphere
sample_0093,blue sphere,"[383, 281, 17, 11]","[383.2481384277344, 280.6919574737549, 17.734060287475586, 17.37114429473877]",0.607,0.4,101.3889,187,Good,blue sphere
sample_0093,yellow sphere,"[316, 356, 22, 18]","[316.3442039489746, 356.1544990539551, 21.692402362823486, 23.102754950523376]",0.7587,0.38,89.6181,396,Good,yellow sphere
sample_0094,red sphere,"[274, 344, 21, 16]","[274.1526412963867, 344.72951889038086, 21.690547466278076, 22.885605096817017]",0.6769,0.75,92.5114,336,Good,red sphere
sample_0094,green sphere,"[415, 380, 24, 21]","[415.2772521972656, 380.27807235717773, 23.729922771453857, 25.740269422531128]",0.7996,0.39,106.853,504,Good,green sphere
sample_0094,blue sphere,"[301, 282, 17, 11]","[415.22926330566406, 380.32530784606934, 23.812034130096436, 25.788198709487915]",0.0,150.72,90.373,187,Miss,other
sample_0094,yellow sphere,"[283, 393, 25, 23]","[282.71595001220703, 393.7272548675537, 24.309117794036865, 27.0610910654068]",0.8299,0.78,88.2132,575,Good,yellow sphere
sample_0095,red sphere,"[406, 319, 20, 14]","[406.22337341308594, 319.31711196899414, 19.66809391975403, 20.036235451698303]",0.6872,0.39,103.9913,280,Good,red sphere
sample_0095,green sphere,"[209, 335, 21, 16]","[208.73510360717773, 335.40624618530273, 21.641271114349365, 21.782119274139404]",0.7128,0.48,85.383,336,Good,green sphere
sample_0095,blue sphere,"[352, 310, 19, 13]","[352.34947204589844, 309.99584197998047, 19.56591248512268, 19.935752749443054]",0.6296,0.35,101.058,247,Good,blue sphere
sample_0095,yellow sphere,"[220, 295, 18, 13]","[219.96620178222656, 295.5798625946045, 18.720701932907104, 18.707807064056396]",0.6681,0.58,82.1115,234,Good,yellow sphere
sample_0096,red sphere,"[256, 283, 17, 11]","[256.13420486450195, 283.69062423706055, 17.620832920074463, 16.987760066986084]",0.6247,0.7,87.3815,187,Good,red sphere
sample_0096,green sphere,"[227, 287, 18, 12]","[227.42048263549805, 287.46191024780273, 17.958502769470215, 18.218979835510254]",0.6337,0.62,88.0975,216,Good,green sphere
sample_0096,blue sphere,"[226, 338, 21, 17]","[226.74497604370117, 339.1965866088867, 21.157302856445312, 21.5226012468338]",0.7407,1.41,85.8046,357,Good,blue sphere
sample_0096,yellow sphere,"[308, 319, 20, 15]","[308.3712577819824, 319.9842166900635, 19.895830154418945, 20.733758211135864]",0.7011,1.05,88.0878,300,Good,yellow sphere
sample_0097,red sphere,"[271, 385, 24, 21]","[271.72924041748047, 386.2207317352295, 24.74705696105957, 25.678764581680298]",0.7723,1.42,97.4321,504,Good,red sphere
sample_0097,green sphere,"[249, 279, 17, 11]","[249.5461654663086, 279.80366706848145, 17.718875408172607, 17.18322515487671]",0.6034,0.97,89.4839,187,Good,green sphere
sample_0097,blue sphere,"[407, 384, 24, 22]","[407.4917221069336, 384.26276206970215, 24.393470287322998, 26.277830600738525]",0.8054,0.56,105.6909,528,Good,blue sphere
sample_0097,yellow sphere,"[346, 324, 20, 15]","[346.4109802246094, 324.71094131469727, 19.68943953514099, 20.4584401845932]",0.7087,0.82,93.4101,300,Good,yellow sphere
sample_0098,red sphere,"[390, 385, 24, 21]","[389.8021697998047, 386.27978324890137, 24.512481689453125, 25.66362977027893]",0.8012,1.29,106.4147,504,Good,red sphere
sample_0098,green sphere,"[371, 354, 22, 18]","[371.25701904296875, 354.84063148498535, 21.926887035369873, 23.211454153060913]",0.7598,0.88,104.8014,396,Good,green sphere
sample_0098,blue sphere,"[235, 278, 16, 11]","[235.32917022705078, 278.6459541320801, 18.243504762649536, 17.535526156425476]",0.5502,0.72,93.2119,176,Good,blue sphere
sample_0098,yellow sphere,"[307, 278, 17, 10]","[306.8676948547363, 277.7884769439697, 16.826692819595337, 17.340053915977478]",0.5709,0.25,84.0385,170,Good,yellow sphere
sample_0099,red sphere,"[299, 285, 17, 11]","[204.1560173034668, 392.9402446746826, 25.67570447921753, 27.17018187046051]",0.0,143.69,90.2373,187,Miss,other
sample_0099,green sphere,"[328, 378, 23, 21]","[204.22052383422852, 392.91406631469727, 25.756325721740723, 27.202895879745483]",0.0,124.67,101.2447,483,Miss,other
sample_0099,blue sphere,"[403, 379, 24, 21]","[403.2427978515625, 379.65983390808105, 24.087917804718018, 26.13523542881012]",0.7887,0.7,106.9835,504,Good,blue sphere
sample_0099,yellow sphere,"[204, 393, 24, 22]","[204.25067901611328, 392.84926414489746, 25.726637840270996, 27.155508399009705]",0.7558,0.29,91.3892,528,Good,yellow sphere
