sample,color,gt_box,pred_box,IoU,center_err,contrast,bbox_pixel_area,failure_type,predicted_color
sample_0067,black sphere,"[214, 307, 18, 13]","[214.28653717041016, 307.61120796203613, 19.736324548721313, 18.654704689979553]",0.6356,0.68,46.205,234,Good,black sphere
sample_0068,red sphere,"[220, 290, 17, 12]","[219.8966407775879, 291.077184677124, 18.37182879447937, 18.101491928100586]",0.6134,1.08,87.9797,204,Good,red sphere
sample_0068,green sphere,"[322, 368, 23, 19]","[386.3220977783203, 377.40034103393555, 23.554787635803223, 25.54104208946228]",0.0,65.01,98.6412,437,Miss,other
sample_0068,blue sphere,"[269, 387, 23, 22]","[268.7992477416992, 388.0106735229492, 24.874939918518066, 26.711477637290955]",0.7615,1.03,96.8854,506,Good,blue sphere
sample_0068,yellow sphere,"[386, 377, 24, 20]","[386.3056945800781, 377.3503017425537, 23.502283096313477, 25.543631315231323]",0.7669,0.46,93.7019,480,Good,yellow sphere
sample_0068,black sphere,"[351, 293, 18, 12]",,0.0,99999,79.3514,216,Miss,other
sample_0069,red sphere,"[333, 279, 17, 11]","[333.2415771484375, 279.91138458251953, 17.552684545516968, 16.765605211257935]",0.6354,0.94,103.5103,187,Good,red sphere
sample_0069,green sphere,"[229, 328, 20, 15]","[229.59503173828125, 328.83819580078125, 20.829946994781494, 21.4705753326416]",0.6608,1.03,86.0277,300,Good,green sphere
sample_0069,blue sphere,"[433, 354, 21, 18]","[432.7729034423828, 355.0078010559082, 22.958674430847168, 23.60809564590454]",0.6974,1.03,102.7997,378,Good,blue sphere
sample_0069,yellow sphere,"[334, 351, 22, 17]","[334.2253875732422, 352.03800201416016, 21.715571880340576, 22.652258276939392]",0.7382,1.06,94.0928,374,Good,yellow sphere
sample_0069,black sphere,"[374, 363, 22, 19]","[432.79212951660156, 355.0180149078369, 22.849302291870117, 23.528407216072083]",0.0,59.33,83.9482,418,Miss,other
sample_0070,red sphere,"[386, 305, 19, 14]","[386.7008972167969, 305.7468509674072, 18.84289026260376, 18.996949195861816]",0.6915,1.02,107.8976,266,Good,red sphere
sample_0070,green sphere,"[363, 376, 24, 21]","[363.44303131103516, 377.2843551635742, 23.635003566741943, 25.38191556930542]",0.8007,1.36,107.1386,504,Good,green sphere
sample_0070,blue sphere,"[350, 306, 18, 13]","[350.13500213623047, 306.76551818847656, 19.07880425453186, 19.250677227973938]",0.6371,0.78,101.2808,234,Good,blue sphere
sample_0070,yellow sphere,"[240, 277, 17, 11]","[240.7847023010254, 276.96521759033203, 16.72250986099243, 16.826042532920837]",0.6066,0.79,86.9709,187,Good,yellow sphere
sample_0070,black sphere,"[268, 324, 20, 15]","[268.68297576904297, 323.80760192871094, 20.44746160507202, 21.243098974227905]",0.6643,0.71,57.8038,300,Good,black sphere
sample_0071,red sphere,"[237, 310, 19, 14]","[373.7797546386719, 380.1169967651367, 24.06841516494751, 25.674126148223877]",0.0,153.7,86.99,266,Miss,other
sample_0071,green sphere,"[298, 282, 17, 11]","[373.8026809692383, 380.0711917877197, 24.167633056640625, 25.736911296844482]",0.0,123.95,89.2832,187,Miss,other
sample_0071,blue sphere,"[298, 303, 18, 12]","[373.79154205322266, 380.115966796875, 24.15876865386963, 25.80271303653717]",0.0,108.13,88.5021,216,Miss,other
sample_0071,yellow sphere,"[374, 379, 23, 21]","[373.86241912841797, 380.03522872924805, 24.158263206481934, 25.721048712730408]",0.7773,1.04,94.4657,483,Good,yellow sphere
sample_0071,black sphere,"[216, 383, 23, 21]","[215.62294006347656, 383.9006996154785, 24.97093915939331, 26.511477828025818]",0.7296,0.98,55.7777,483,Good,black sphere
sample_0072,red sphere,"[202, 375, 24, 20]","[202.22583770751953, 375.99597930908203, 23.890035152435303, 24.81951892375946]",0.7925,1.02,92.7099,480,Good,red sphere
sample_0072,green sphere,"[440, 347, 21, 17]","[423.8134765625, 304.7281265258789, 18.75641703605652, 19.107667207717896]",0.0,45.26,107.0151,357,Miss,other
sample_0072,blue sphere,"[237, 386, 24, 21]","[237.77780532836914, 386.84228897094727, 24.95086431503296, 26.601417660713196]",0.7427,1.15,96.0727,504,Good,blue sphere
sample_0072,yellow sphere,"[423, 304, 19, 13]","[423.8161849975586, 304.69164848327637, 18.741772174835205, 19.082388281822205]",0.6345,1.07,95.7393,247,Good,yellow sphere
sample_0072,black sphere,"[209, 333, 20, 15]","[209.0699005126953, 333.8371467590332, 21.508123874664307, 21.266486048698425]",0.6559,0.84,43.9957,300,Good,black sphere
sample_0073,red sphere,"[274, 338, 21, 16]","[274.71899032592773, 339.26562309265137, 20.775842666625977, 21.63361430168152]",0.6974,1.46,92.0929,336,Good,red sphere
sample_0073,green sphere,"[215, 381, 23, 20]","[214.8228645324707, 381.7810535430908, 25.06157636642456, 26.70294463634491]",0.6874,0.8,94.2903,460,Good,green sphere
sample_0073,blue sphere,"[387, 351, 22, 17]","[387.2816848754883, 352.09070205688477, 22.125422954559326, 23.32873284816742]",0.7122,1.13,106.417,374,Good,blue sphere
sample_0073,yellow sphere,"[431, 306, 19, 13]","[431.56726837158203, 306.7832851409912, 19.490045309066772, 19.064735770225525]",0.6462,0.97,94.5739,247,Good,yellow sphere
sample_0073,black sphere,"[241, 364, 23, 19]","[240.87158203125, 364.9684524536133, 22.59427547454834, 24.523487091064453]",0.7641,0.98,61.0217,437,Good,black sphere
sample_0074,red sphere,"[305, 284, 18, 11]","[222.87603378295898, 354.1324996948242, 22.520389556884766, 23.64029288291931]",0.0,107.99,91.0214,198,Miss,other
sample_0074,green sphere,"[190, 352, 22, 18]","[190.14957427978516, 352.6797294616699, 23.538224697113037, 23.153135776519775]",0.7266,0.7,86.2539,396,Good,green sphere
sample_0074,blue sphere,"[376, 328, 21, 15]","[190.0798797607422, 352.7036190032959, 23.495802879333496, 23.238735795021057]",0.0,187.55,106.9443,315,Miss,other
sample_0074,yellow sphere,"[222, 354, 21, 18]","[222.87111282348633, 354.05994415283203, 22.49507188796997, 23.64967703819275]",0.7034,0.87,85.1935,378,Good,yellow sphere
sample_0074,black sphere,"[299, 325, 20, 15]",,0.0,99999,64.1982,300,Miss,other
sample_0075,red sphere,"[367, 293, 18, 12]","[366.9470977783203, 294.3468189239502, 18.35730791091919, 18.18770170211792]",0.6469,1.35,105.1392,216,Good,red sphere
sample_0075,green sphere,"[408, 283, 17, 11]","[318.66525650024414, 396.74906730651855, 24.424264430999756, 26.992236971855164]",0.0,144.64,106.5335,187,Miss,other
sample_0075,blue sphere,"[333, 366, 23, 20]","[332.9951858520508, 366.45312309265137, 22.637770175933838, 24.589049220085144]",0.8029,0.45,105.0651,460,Good,blue sphere
sample_0075,yellow sphere,"[319, 396, 25, 23]","[318.6590576171875, 396.69968605041504, 24.42694664001465, 26.961631178855896]",0.8329,0.78,89.9323,575,Good,yellow sphere
sample_0075,black sphere,"[405, 382, 24, 21]",,0.0,99999,90.1882,504,Miss,other
sample_0076,red sphere,"[351, 354, 22, 18]","[351.2828063964844, 354.8011779785156, 21.924242973327637, 23.114572763442993]",0.7614,0.85,104.2244,396,Good,red sphere
sample_0076,green sphere,"[318, 340, 21, 16]","[206.26211166381836, 349.8870849609375, 21.94830894470215, 22.33989179134369]",0.0,112.17,96.1683,336,Miss,other
sample_0076,blue sphere,"[325, 280, 17, 11]","[206.19932174682617, 349.9215602874756, 22.00199842453003, 22.325613498687744]",0.0,137.85,92.9531,187,Miss,other
sample_0076,yellow sphere,"[206, 349, 22, 17]","[206.29623413085938, 349.83887672424316, 21.984598636627197, 22.34460175037384]",0.743,0.89,81.1373,374,Good,yellow sphere
sample_0076,black sphere,"[255, 297, 18, 13]",,0.0,99999,58.9772,234,Miss,other
sample_0077,red sphere,"[299, 276, 17, 10]","[421.31752014160156, 344.1774845123291, 21.58642053604126, 21.871420741081238]",0.0,140.03,88.1516,170,Miss,other
sample_0077,green sphere,"[421, 344, 21, 17]","[421.3542175292969, 344.1485595703125, 21.689128875732422, 21.948278546333313]",0.7493,0.38,106.1046,357,Good,green sphere
sample_0077,blue sphere,"[306, 309, 19, 14]","[421.31763458251953, 344.17516708374023, 21.735122203826904, 21.91268563270569]",0.0,120.56,93.2888,266,Miss,other
sample_0077,yellow sphere,"[347, 312, 19, 14]","[421.34349822998047, 344.1408920288086, 21.600537300109863, 21.89777433872223]",0.0,80.99,92.1342,266,Miss,other
sample_0077,black sphere,"[309, 331, 20, 15]",,0.0,99999,62.0853,300,Miss,other
sample_0078,red sphere,"[258, 343, 21, 17]","[258.4569549560547, 343.8537883758545, 21.622533798217773, 22.43305206298828]",0.7272,0.97,92.3272,357,Good,red sphere
sample_0078,green sphere,"[440, 381, 23, 21]","[440.8129119873047, 382.3905372619629, 24.867184162139893, 25.983654856681824]",0.7475,1.61,108.1613,483,Good,green sphere
sample_0078,blue sphere,"[312, 277, 17, 11]","[440.80883026123047, 382.4600601196289, 24.935290813446045, 25.92415452003479]",0.0,166.47,89.1723,187,Miss,other
sample_0078,yellow sphere,"[359, 316, 19, 14]","[440.8140563964844, 382.41525650024414, 24.830496311187744, 25.88630497455597]",0.0,105.38,91.8266,266,Miss,other
sample_0078,black sphere,"[396, 312, 20, 13]",,0.0,99999,91.9863,260,Miss,other
sample_0079,red sphere,"[229, 278, 17, 10]","[228.8142204284668, 278.81275177001953, 17.009992599487305, 17.307202219963074]",0.5678,0.83,92.9939,170,Good,red sphere
sample_0079,green sphere,"[346, 365, 23, 19]","[346.72130584716797, 366.2011241912842, 22.786474227905273, 24.59007740020752]",0.7313,1.4,105.688,437,Good,green sphere
sample_0079,blue sphere,"[374, 306, 18, 13]","[374.07196044921875, 306.13389015197754, 19.205119609832764, 19.7711044549942]",0.6163,0.15,100.0075,234,Good,blue sphere
sample_0079,yellow sphere,"[374, 335, 20, 16]","[374.7251510620117, 335.4298210144043, 20.799505710601807, 21.29331350326538]",0.7025,0.84,89.908,320,Good,yellow sphere
sample_0079,black sphere,"[273, 317, 20, 15]","[374.1323471069336, 306.15586280822754, 19.06553864479065, 19.745394587516785]",0.0,101.71,65.3934,300,Miss,other
sample_0080,red sphere,"[391, 330, 20, 16]","[391.46995544433594, 330.8305549621582, 20.47919273376465, 20.951101183891296]",0.7309,0.95,105.4049,320,Good,red sphere
sample_0080,green sphere,"[337, 369, 22, 20]","[337.32837677001953, 369.82263565063477, 23.4722638130188, 24.96462643146515]",0.7509,0.89,102.7908,440,Good,green sphere
sample_0080,blue sphere,"[317, 290, 18, 12]","[317.23472595214844, 290.2964115142822, 17.72820472717285, 18.26163947582245]",0.6446,0.38,95.8575,216,Good,blue sphere
sample_0080,yellow sphere,"[420, 333, 20, 16]","[420.3443908691406, 332.8316116333008, 21.2548565864563, 21.497315168380737]",0.7003,0.38,93.9366,320,Good,yellow sphere
sample_0080,black sphere,"[359, 348, 21, 17]",,0.0,99999,82.8089,357,Miss,other
sample_0081,red sphere,"[368, 331, 20, 15]","[368.20316314697266, 332.54685401916504, 20.771288871765137, 21.09025239944458]",0.6848,1.56,105.9314,300,Good,red sphere
sample_0081,green sphere,"[280, 335, 21, 16]","[279.84947204589844, 335.43542861938477, 20.634424686431885, 21.489370465278625]",0.7349,0.46,91.8945,336,Good,green sphere
sample_0081,blue sphere,"[416, 280, 17, 11]","[416.3414764404297, 280.7241725921631, 17.78670072555542, 17.170525789260864]",0.6123,0.8,103.2821,187,Good,blue sphere
sample_0081,yellow sphere,"[332, 322, 20, 15]","[332.2830581665039, 322.4405765533447, 19.474893808364868, 20.619197487831116]",0.7122,0.52,93.2042,300,Good,yellow sphere
sample_0081,black sphere,"[327, 381, 23, 21]",,0.0,99999,78.236,483,Miss,other
sample_0082,red sphere,"[329, 383, 24, 22]","[329.2593002319336, 384.0248966217041, 23.987739086151123, 26.657468676567078]",0.8092,1.06,101.8157,528,Good,red sphere
sample_0082,green sphere,"[258, 361, 23, 19]","[258.9817428588867, 361.4213562011719, 22.764806747436523, 24.00978147983551]",0.7333,1.07,92.363,437,Good,green sphere
sample_0082,blue sphere,"[344, 285, 17, 11]","[343.7938690185547, 285.8963871002197, 18.407453298568726, 17.57704496383667]",0.578,0.92,100.8908,187,Good,blue sphere
sample_0082,yellow sphere,"[324, 296, 18, 12]","[324.5994567871094, 296.3383197784424, 18.107556104660034, 18.1479549407959]",0.6249,0.69,86.7556,216,Good,yellow sphere
sample_0082,black sphere,"[251, 303, 19, 13]","[250.7710838317871, 303.4317398071289, 18.8825786113739, 18.572879433631897]",0.6863,0.49,59.4448,247,Good,black sphere
sample_0083,red sphere,"[218, 347, 22, 17]","[218.21624755859375, 347.865686416626, 22.06390619277954, 22.975527048110962]",0.7271,0.89,86.3265,374,Good,red sphere
sample_0083,green sphere,"[405, 282, 17, 11]","[405.4004669189453, 282.94281005859375, 17.839962244033813, 17.86886751651764]",0.5866,1.02,106.7048,187,Good,green sphere
sample_0083,blue sphere,"[334, 371, 23, 20]","[334.8333740234375, 371.8707847595215, 22.85517692565918, 24.48397994041443]",0.7649,1.21,105.6902,460,Good,blue sphere
sample_0083,yellow sphere,"[289, 348, 21, 18]","[289.2921447753906, 348.52294921875, 21.080479621887207, 22.82196342945099]",0.769,0.6,88.409,378,Good,yellow sphere
sample_0083,black sphere,"[257, 358, 22, 18]","[257.2677803039551, 358.01527976989746, 21.82342290878296, 23.525866270065308]",0.7495,0.27,58.1906,396,Good,black sphere
sample_0084,red sphere,"[308, 332, 21, 16]","[308.5954475402832, 332.5888252258301, 20.551118850708008, 21.111949682235718]",0.7223,0.84,94.8174,336,Good,red sphere
sample_0084,green sphere,"[376, 296, 18, 12]","[376.5193557739258, 296.31248474121094, 18.364721536636353, 18.45258057117462]",0.6181,0.61,100.8924,216,Good,green sphere
sample_0084,blue sphere,"[220, 318, 20, 14]","[220.1799774169922, 318.45754623413086, 20.065977573394775, 20.741745829582214]",0.6645,0.49,86.7597,280,Good,blue sphere
sample_0084,yellow sphere,"[260, 322, 20, 15]","[260.30277252197266, 322.0240116119385, 19.948410987854004, 20.138574242591858]",0.7256,0.3,78.9836,300,Good,yellow sphere
sample_0084,black sphere,"[211, 349, 22, 17]",,0.0,99999,56.4166,374,Miss,other
sample_0085,red sphere,"[392, 394, 24, 22]","[391.9554138183594, 395.850191116333, 24.802236557006836, 27.045453786849976]",0.7871,1.85,104.7968,528,Good,red sphere
sample_0085,green sphere,"[245, 293, 17, 12]","[284.14283752441406, 353.68786811828613, 21.47841453552246, 23.033981323242188]",0.0,72.22,86.7012,204,Miss,other
sample_0085,blue sphere,"[356, 320, 19, 14]","[356.0489273071289, 320.251407623291, 20.27308225631714, 20.098800659179688]",0.6528,0.26,99.6835,266,Good,blue sphere
sample_0085,yellow sphere,"[284, 353, 22, 18]","[284.1558074951172, 353.6684989929199, 21.503446102142334, 23.05734157562256]",0.7668,0.69,88.375,396,Good,yellow sphere
sample_0085,black sphere,"[267, 286, 17, 11]","[356.0672378540039, 320.2591037750244, 20.198025703430176, 20.108594298362732]",0.0,95.43,61.3439,187,Miss,other
sample_0086,red sphere,"[261, 299, 19, 13]","[261.8408966064453, 300.3159713745117, 18.64522099494934, 18.222631216049194]",0.6622,1.56,86.0787,247,Good,red sphere
sample_0086,green sphere,"[355, 294, 18, 12]","[355.32657623291016, 294.2516040802002, 18.081470727920532, 18.143886923789978]",0.6412,0.41,100.5242,216,Good,green sphere
sample_0086,blue sphere,"[404, 394, 25, 22]","[403.7514114379883, 394.1143798828125, 25.250179767608643, 27.730153799057007]",0.7786,0.27,104.4634,550,Good,blue sphere
sample_0086,yellow sphere,"[212, 338, 21, 16]","[211.94320678710938, 338.15686225891113, 20.99292516708374, 22.084321975708008]",0.7212,0.17,80.4305,336,Good,yellow sphere
sample_0086,black sphere,"[179, 385, 24, 21]","[403.77513885498047, 394.105224609375, 25.216975212097168, 27.757646441459656]",0.0,224.96,54.3364,504,Miss,other
sample_0087,red sphere,"[265, 318, 20, 15]","[265.25415420532227, 319.3630599975586, 20.023386478424072, 20.013062953948975]",0.7329,1.39,85.861,300,Good,red sphere
sample_0087,green sphere,"[399, 309, 19, 13]","[398.7850570678711, 309.3669319152832, 18.75028133392334, 19.77265477180481]",0.6466,0.43,104.1966,247,Good,green sphere
sample_0087,blue sphere,"[433, 356, 22, 18]","[433.7295150756836, 356.5923500061035, 22.916653156280518, 23.444076776504517]",0.7214,0.94,105.2711,396,Good,blue sphere
sample_0087,yellow sphere,"[383, 323, 20, 14]","[382.87261962890625, 322.98694610595703, 20.076792240142822, 20.00467836856842]",0.6919,0.13,93.1494,280,Good,yellow sphere
sample_0087,black sphere,"[421, 324, 20, 15]",,0.0,99999,88.4817,300,Miss,other
sample_0088,red sphere,"[270, 372, 23, 20]","[270.24423599243164, 372.8344917297363, 23.866605758666992, 25.11763036251068]",0.7673,0.87,95.492,460,Good,red sphere
sample_0088,green sphere,"[448, 368, 23, 19]","[448.4716033935547, 368.9395523071289, 24.119629859924316, 24.766343235969543]",0.7316,1.05,108.2399,437,Good,green sphere
sample_0088,blue sphere,"[305, 330, 20, 15]","[448.4568786621094, 368.98040771484375, 24.1654634475708, 24.811413288116455]",0.0,148.66,95.4092,300,Miss,other
sample_0088,yellow sphere,"[362, 289, 17, 12]","[448.4666442871094, 368.9239311218262, 24.01796817779541, 24.762938618659973]",0.0,117.75,90.666,204,Miss,other
sample_0088,black sphere,"[291, 279, 17, 11]","[448.47850799560547, 368.9955139160156, 24.024207592010498, 24.73918855190277]",0.0,181.38,58.4711,187,Miss,other
sample_0089,red sphere,"[443, 364, 23, 19]","[443.5377502441406, 365.2213668823242, 23.555400371551514, 23.995086550712585]",0.7578,1.33,109.7471,437,Good,red sphere
sample_0089,green sphere,"[299, 349, 21, 18]","[299.6500015258789, 349.75573539733887, 22.44753360748291, 22.83033549785614]",0.7376,1.0,94.9239,378,Good,green sphere
sample_0089,blue sphere,"[284, 281, 17, 11]","[284.0823745727539, 281.81084632873535, 17.901089191436768, 17.34075665473938]",0.6024,0.82,84.3596,187,Good,blue sphere
sample_0089,yellow sphere,"[363, 279, 17, 11]","[362.93487548828125, 278.6139392852783, 16.831810474395752, 17.462081909179688]",0.626,0.39,91.5955,187,Good,yellow sphere
sample_0089,black sphere,"[416, 353, 22, 18]","[415.90476989746094, 353.69261741638184, 21.976280212402344, 22.939088344573975]",0.7787,0.7,87.0599,396,Good,black sphere
sample_0090,red sphere,"[439, 346, 21, 17]","[439.6152877807617, 346.8522548675537, 22.65904188156128, 22.83992886543274]",0.6898,1.05,106.0795,357,Good,red sphere
sample_0090,green sphere,"[249, 327, 20, 15]","[248.81235122680664, 327.72754669189453, 20.613863468170166, 21.218671202659607]",0.6859,0.75,85.6043,300,Good,green sphere
sample_0090,blue sphere,"[378, 296, 18, 12]","[378.5903549194336, 296.1669158935547, 17.97441005706787, 18.089609742164612]",0.6281,0.61,100.8882,216,Good,blue sphere
sample_0090,yellow sphere,"[398, 286, 18, 11]","[398.33683013916016, 286.7718315124512, 17.869404554367065, 17.274557948112488]",0.6182,0.84,94.4428,198,Good,yellow sphere
sample_0090,black sphere,"[347, 299, 19, 12]",,0.0,99999,83.3809,228,Miss,other
sample_0091,red sphere,"[202, 398, 25, 23]","[202.08694458007812, 399.2621040344238, 25.93494176864624, 27.977623343467712]",0.7924,1.27,95.062,575,Good,red sphere
sample_0091,green sphere,"[244, 295, 18, 12]","[446.93965911865234, 364.7958183288574, 23.320229053497314, 24.82307732105255]",0.0,214.61,87.1013,216,Miss,other
sample_0091,blue sphere,"[286, 386, 23, 22]","[286.76158905029297, 386.70495986938477, 25.03277063369751, 26.738998889923096]",0.756,1.04,96.1524,506,Good,blue sphere
sample_0091,yellow sphere,"[446, 364, 23, 19]","[446.9124221801758, 364.74300384521484, 23.24242115020752, 24.862443208694458]",0.7117,1.18,96.9527,437,Good,yellow sphere
sample_0091,black sphere,"[343, 291, 17, 12]","[286.77398681640625, 386.7498779296875, 24.877586364746094, 26.70013189315796]",0.0,111.04,69.3643,204,Miss,other
sample_0092,red sphere,"[203, 324, 20, 15]","[202.73704528808594, 324.8247528076172, 20.929698944091797, 20.855879187583923]",0.6873,0.87,88.2406,300,Good,red sphere
sample_0092,green sphere,"[242, 310, 19, 14]","[329.4242477416992, 356.73871994018555, 21.67884111404419, 23.080682158470154]",0.0,99.13,86.5662,266,Miss,other
sample_0092,blue sphere,"[235, 340, 21, 17]","[234.98125076293945, 340.6267547607422, 21.887693405151367, 22.2090482711792]",0.7344,0.63,85.8247,357,Good,blue sphere
sample_0092,yellow sphere,"[329, 356, 22, 18]","[329.41287994384766, 356.6923713684082, 21.654338836669922, 23.064202666282654]",0.7558,0.81,91.1704,396,Good,yellow sphere
sample_0092,black sphere,"[285, 317, 19, 14]",,0.0,99999,57.3874,266,Miss,other
sample_0093,red sphere,"[383, 333, 21, 16]","[382.78316497802734, 334.1448211669922, 20.621798038482666, 22.025118470191956]",0.7152,1.17,106.8385,336,Good,red sphere
sample_0093,green sphere,"[260, 383, 24, 21]","[260.37891387939453, 384.18213844299316, 24.150362014770508, 26.437413096427917]",0.7717,1.24,97.3691,504,Good,green sphere
sample_0093,blue sphere,"[258, 302, 18, 13]","[258.4455108642578, 302.30217933654785, 19.015997648239136, 18.609824180603027]",0.6612,0.54,84.599,234,Good,blue sphere
sample_0093,yellow sphere,"[379, 279, 17, 10]","[378.75293731689453, 279.6250247955322, 16.739726066589355, 17.11762011051178]",0.5726,0.67,91.2059,170,Good,yellow sphere
sample_0093,black sphere,"[434, 335, 20, 16]","[258.4485054016113, 302.30761528015137, 18.90251636505127, 18.538132309913635]",0.0,178.57,76.5,320,Miss,other
sample_0094,red sphere,"[432, 372, 23, 20]","[432.3130416870117, 373.3513355255127, 23.806452751159668, 25.84841251373291]",0.7475,1.39,107.6605,460,Good,red sphere
sample_0094,green sphere,"[369, 294, 18, 12]","[369.2876434326172, 294.25540924072266, 17.804630994796753, 18.259440064430237]",0.6411,0.38,101.9789,216,Good,green sphere
sample_0094,blue sphere,"[286, 284, 17, 12]","[286.0293769836426, 284.7395896911621, 17.67030119895935, 17.472167015075684]",0.6608,0.74,86.4013,204,Good,blue sphere
sample_0094,yellow sphere,"[397, 279, 17, 11]","[397.31170654296875, 279.7277069091797, 17.582820653915405, 16.89235210418701]",0.6284,0.79,94.6266,187,Good,yellow sphere
sample_0094,black sphere,"[243, 332, 20, 16]","[243.17424774169922, 332.320032119751, 21.13088846206665, 21.221964955329895]",0.7136,0.36,53.7798,320,Good,black sphere
sample_0095,red sphere,"[424, 343, 21, 17]","[423.43231201171875, 344.7623920440674, 21.893362998962402, 22.837257385253906]",0.707,1.85,109.6371,357,Good,red sphere
sample_0095,green sphere,"[236, 317, 19, 14]","[236.3068389892578, 317.31027603149414, 20.51457166671753, 20.04638671875]",0.6468,0.44,84.7666,266,Good,green sphere
sample_0095,blue sphere,"[419, 290, 18, 11]","[419.8771286010742, 291.0886859893799, 18.68294358253479, 18.34007978439331]",0.5512,1.4,104.6259,198,Good,blue sphere
sample_0095,yellow sphere,"[349, 289, 17, 12]","[349.0604019165039, 289.34823989868164, 17.893013954162598, 17.695763111114502]",0.6443,0.35,90.4098,204,Good,yellow sphere
sample_0095,black sphere,"[326, 291, 17, 12]",,0.0,99999,59.2885,204,Miss,other
sample_0096,red sphere,"[410, 298, 18, 12]","[410.7201385498047, 299.24866676330566, 18.610557317733765, 18.18272888660431]",0.6146,1.44,103.2308,216,Good,red sphere
sample_0096,green sphere,"[243, 292, 18, 12]","[243.1060028076172, 292.8035831451416, 17.86005139350891, 18.005409836769104]",0.6608,0.81,87.9123,216,Good,green sphere
sample_0096,blue sphere,"[275, 308, 19, 14]","[274.8068618774414, 308.70243072509766, 19.087098836898804, 19.106749892234802]",0.7195,0.73,84.6135,266,Good,blue sphere
sample_0096,yellow sphere,"[297, 335, 20, 16]","[297.17309951782227, 335.2572727203369, 20.775644779205322, 21.696370840072632]",0.7099,0.31,88.9185,320,Good,yellow sphere
sample_0096,black sphere,"[210, 320, 19, 15]","[209.79248046875, 320.37354469299316, 20.797741413116455, 19.98975098133087]",0.6855,0.43,53.313,285,Good,black sphere
sample_0097,red sphere,"[409, 360, 22, 19]","[409.0780258178711, 361.4376640319824, 22.25898027420044, 23.92638087272644]",0.7849,1.44,108.021,418,Good,red sphere
sample_0097,green sphere,"[364, 380, 23, 21]","[364.5048522949219, 380.85439682006836, 23.643991947174072, 25.881704092025757]",0.7781,0.99,105.0424,483,Good,green sphere
sample_0097,blue sphere,"[418, 285, 18, 11]","[418.22986602783203, 285.8342456817627, 17.667938470840454, 17.287341356277466]",0.6251,0.87,104.4991,198,Good,blue sphere
sample_0097,yellow sphere,"[283, 342, 21, 17]","[283.1361770629883, 342.10741996765137, 21.224160194396973, 22.074617743492126]",0.7604,0.17,87.3385,357,Good,yellow sphere
sample_0097,black sphere,"[236, 385, 24, 21]","[236.26728057861328, 385.52172660827637, 23.921782970428467, 26.224297285079956]",0.7851,0.59,64.1236,504,Good,black sphere
sample_0098,red sphere,"[247, 276, 17, 11]","[247.4710464477539, 277.65172004699707, 17.48739719390869, 17.471580505371094]",0.599,1.72,92.5819,187,Good,red sphere
sample_0098,green sphere,"[241, 343, 21, 17]","[241.3072967529297, 344.110164642334, 21.507532596588135, 21.927432417869568]",0.7536,1.15,90.952,357,Good,green sphere
sample_0098,blue sphere,"[408, 333, 20, 16]","[407.9364776611328, 333.7191581726074, 20.822649002075195, 21.167097687721252]",0.726,0.72,103.5318,320,Good,blue sphere
sample_0098,yellow sphere,"[374, 276, 17, 11]","[241.31410598754883, 344.0933132171631, 21.467907428741455, 21.864808201789856]",0.0,149.14,93.9169,187,Miss,other
sample_0098,black sphere,"[358, 302, 18, 13]",,0.0,99999,68.4108,234,Miss,other
sample_0099,red sphere,"[419, 279, 17, 11]","[418.3282470703125, 280.7658004760742, 17.383219003677368, 17.108482718467712]",0.6004,1.89,106.2169,187,Good,red sphere
sample_0099,green sphere,"[260, 355, 22, 18]","[260.11919021606445, 356.24728202819824, 22.337188720703125, 23.699573278427124]",0.748,1.25,93.434,396,Good,green sphere
sample_0099,blue sphere,"[327, 369, 23, 20]","[327.79510498046875, 369.67803955078125, 22.65650987625122, 24.651430249214172]",0.7626,1.04,97.9318,460,Good,blue sphere
sample_0099,yellow sphere,"[413, 330, 20, 15]","[413.46275329589844, 330.84689140319824, 21.037747859954834, 20.59996247291565]",0.6922,0.97,95.8345,300,Good,yellow sphere
sample_0099,black sphere,"[302, 358, 22, 19]","[301.9209671020508, 358.41230392456055, 22.427549362182617, 23.51120352745056]",0.7927,0.42,70.4334,418,Good,black sphere
